UnitId,GeographicArea,Gacc,WildlandRole,UnitType,Department,Agency,Parent,Country,State,Code,Name,OrgCode,Address,Phone,Email,Started,Modified
USHIKAP,CA,USCAONCC,Incident Host Geographic,US Federal,DOI,NPS,,US,HI,KAP,Kalaupapa National Historical Park,,PO Box 2222  Kalaupapa Hawaii 96742,8085676802,,,20180530
USHIKHP,CA,USCAONCC,Incident Host Geographic,US Federal,DOI,NPS,,US,HI,KHP,Kaloko-Honokohau National Historical Park,,73-4786 Kanalani St. Suite #14 Kailua-Kona Hawaii 96740,8083269257,,,20180530
USHIKIR,CA,USCAONCC,Incident Host Geographic,US Federal,DOI,FWS,,US,HI,KIR,Kilaeu Point National Wildlife Refuge,,Lighthouse Rd  Kilauea Hawaii 96754,8088281413,,,20161108
USHIKKR,CA,USCAONCC,Incident Host Geographic,US Federal,DOI,FWS,,US,HI,KKR,Kakahaia National Wildlife Refuge,,"Highway 450, East Of Kaunakakai  Kaunakakai Hawaii 96748",8086376330,,,20161108
USHIPCR,CA,USCAONCC,Incident Host Geographic,US Federal,DOI,FWS,,US,HI,PCR,Hawaii Pacific Islands National Wildlife Refuge Complex,,"300 Ala Moana Blvd., Room 5-231  Honolulu Hawaii 96850",8087929480,,,20161108
USHIPHP,CA,USCAONCC,Incident Host Geographic,US Federal,DOI,NPS,,US,HI,PHP,Puukohola Heiau National Historic Site,,62-3601 Kawaihae Road  Kawaihae Hawaii 96743,8088827218,,,20160328
USHIPHR,CA,USCAONCC,Incident Host Geographic,US Federal,DOI,FWS,,US,HI,PHR,Pearl Harbor National Wildlife Refuge,,PO Box 429  Kahuku Hawaii 96731,8086376330,,,20161108
USHIPRHW,CA,USCAONCC,Incident Host Geographic,US Federal,DOC,NWS,,US,HI,PRHW,Pacific Region Headquarters,,"1845 WASP BLVD.,BLDG. 176  Honolulu Hawaii 96818",8089735286,w-phr.webmaster@noaa,20040315,20161108
USHIPRI,CA,USCAONCC,Incident Host Geographic,Non-Government,NG,PRI,,US,HI,PRI,Hawaii Private Lands,,"Governor Excecutive Chambers, Governor Honolulu Hawaii 96813",8085860034,,20140709,20140709
USHIPUP,CA,USCAONCC,Incident Host Geographic,US Federal,DOI,NPS,,US,HI,PUP,Puuohonua O Honaunau National Historical Park,,P.O. Box 129  Honaunau Hawaii 96726,8083282326,,,20180530
USHIUSP,CA,USCAONCC,Incident Host Geographic,US Federal,DOI,NPS,,US,HI,USP,U.S.S. Arizona Memorial,,"1845 Wasp Blvd., #176  Honolulu Hawaii 96818",8087256151,,,20160328
USHIWWP,CA,USCAONCC,Incident Host Geographic,US Federal,DOI,NPS,,US,HI,WWP,World War II Valor in the Pacific National Monument,,"1845 Wasp Blvd., #176  Honolulu Hawaii 96818",8087256151,,20131125,20160328
USIABKGN,EA,USWIEACC,Incident Host Geographic,Non-Government,IA/GC,,,US,IA,BKGN,Broken Kettle Grasslands,IA-BKGN,   Iowa ,,,20041103,20041202
USIADAR,EA,USWIEACC,Incident Host Geographic,US Federal,DOI,FWS,,US,IA,DAR,Driftless National Wildlife Refuge,,   Iowa ,,,,20030331
USIADSR,EA,USWIEACC,Incident Host Geographic,US Federal,DOI,FWS,,US,IA,DSR,DeSoto National Wildlife Refuge,,   Iowa ,,,,20030331
USIAEMP,EA,USWIEACC,Incident Host Geographic,US Federal,DOI,NPS,,US,IA,EMP,Effigy Mounds National Monument,,   Iowa ,,,,20030331
USIAFEM,EA,USWIEACC,Incident Host Geographic,US State,,,,US,IA,FEM,Iowa Homeland Security & Emergency Management,,7900 Hickman Road  Windsor Heights Iowa 50324,5157253231,,20180731,20180807
USIAHHP,EA,USWIEACC,Incident Host Geographic,US Federal,DOI,NPS,,US,IA,HHP,Herbert Hoover National Historic Site,,   Iowa ,,,,20030331
USIAIAS,EA,USWIEACC,Incident Host Geographic,US State,IA,DNR,,US,IA,IAS,Iowa Department of Natural Resources,,   Iowa ,,,,20030331
USIAMGR,EA,USWIEACC,Incident Host Geographic,US Federal,DOI,FWS,,US,IA,MGR,"McGregor District, Upper Mississippi River Complex",IA-MGR,   Iowa ,320-273-2247,angie_larson@fws.gov,20060926,20060926
USIANSR,EA,USWIEACC,Incident Host Geographic,US Federal,DOI,FWS,,US,IA,NSR,Neal Smith National Wildlife Refuge,,   Iowa ,,,,20030331
USIAPLR,EA,USWIEACC,Incident Host Geographic,US Federal,DOI,FWS,,US,IA,PLR,Port Louisa National Wildlife Refuge,,   Iowa ,,,,20030331
USIAPRI,EA,USWIEACC,Incident Host Geographic,Non-Government,NG,PRI,,US,IA,PRI,Iowa Private Lands,,1007 East Grand Ave.  Des Moines Iowa 50319,5152815211,,20140709,20140709
USIAPVR,EA,USWIEACC,Incident Host Geographic,US Federal,DOI,FWS,,US,IA,PVR,Iowa Private Lands Office,IA-PVR,"P.O. Box 399, Prairie City, IA 50228   Iowa ",515-994-3400,doug_helmers@fws.gov,20081104,20120527
USIASFA,EA,USWIEACC,Incident Host Geographic,US Federal,DOI,BIA,,US,IA,SFA,Sac and Fox Agency,,   Iowa ,,,,20091015
USIAUSR,EA,USWIEACC,Incident Host Geographic,US Federal,DOI,FWS,,US,IA,USR,Union Slough National Wildlife Refuge,,   Iowa ,,,,20030331
USIAWTR,EA,USWIEACC,Incident Host Geographic,US Federal,DOI,FWS,,US,IA,WTR,Iowa Wetland Management District,IA-WTR,   Iowa ,515-928-2523,richard_j_johnson@fws.gov,20050114,20050114
USID10BN,GB,USUTGBC,Incident Host Geographic,US County/Local,ID,C&L,,US,ID,10BN,Butte County,,   Idaho ,,,20070308,20070308
USID1AX,GB,USUTGBC,Incident Host Geographic,US County/Local,ID,C&L,,US,ID,1AX,Ada County,,"200 West Front Street, Boise, ID 83702   Idaho ",,,20110119,20110119
USID1BCN,GB,USUTGBC,Incident Host Geographic,US County/Local,ID,C&L,,US,ID,1BCN,Chubbuck Fire Department,,   Idaho ,,,20080703,20080703
USID1BIN,GB,USUTGBC,Incident Host Geographic,US County/Local,ID,C&L,,US,ID,1BIN,Inkom Fire Department,,   Idaho ,208-775-3372,,20100720,20100720
USID1BN,GB,USUTGBC,Incident Host Geographic,US County/Local,ID,C&L,,US,ID,1BN,Bannock County,,   Idaho ,,,20070308,20070308
USID1BPN,GB,USUTGBC,Resource Provider Only,US County/Local,ID,C&L,,US,ID,1BPN,Pocatello Fire Department,,408 E. Whitman Street  Pocatello Idaho 83201,2082346202,dgates@pocatello.us,20140703,20140703
USID1FN,GB,USUTGBC,Incident Host Geographic,US County/Local,ID,C&L,,US,ID,1FN,Franklin County,,   Idaho ,,,20070308,20070308
USID1GX,GB,USUTGBC,Incident Host Geographic,US County/Local,ID,C&L,,US,ID,1GX,Gem County,,"415 East Main Street Suite 202, Emmett, ID 83617   Idaho ",,,20110119,20110119
USID1JN,GB,USUTGBC,Incident Host Geographic,US County/Local,ID,C&L,,US,ID,1JN,Jefferson County,,   Idaho ,,,20070308,20070308
USID1MN,GB,USUTGBC,Incident Host Geographic,US County/Local,ID,C&L,,US,ID,1MN,Madison County,,   Idaho ,,,20070308,20070308
USID1ON,GB,USUTGBC,Incident Host Geographic,US County/Local,ID,C&L,,US,ID,1ON,Oneida County,,10 Court Street  Malad City Idaho 83252,2087664116,,20070308,20160203
USID1PX,GB,USUTGBC,Incident Host Geographic,US County/Local,ID,C&L,,US,ID,1PX,Payette County,,"1130 3rd Ave North, #103, Payette, ID 83661   Idaho ",,,20110119,20110119
USID1TN,GB,USUTGBC,Incident Host Geographic,US County/Local,ID,C&L,,US,ID,1TN,Teton County,,"911 North Highway 33, Driggs, ID 83422  Driggs Idaho 83422",2083542760,,20070308,20160203
USID1TPN,GB,USUTGBC,Resource Provider Only,Non-Government,NG,PRI,,US,ID,1TPN,Teton County Fire Protection District,,625 Airport Road  Driggs Idaho 83422,2083547264,bcampbell@tetoncountyfire.com,20160314,20160314
USID1VX,GB,USUTGBC,Incident Host Geographic,US County/Local,ID,C&L,,US,ID,1VX,Valley County,,"219 North Main Street Cascade, ID 83611   Idaho ",208-382-5160,commissioners@co.valley.id.us,20110119,20140317
USID1WX,GB,USUTGBC,Incident Host Geographic,US County/Local,ID,C&L,,US,ID,1WX,Washington County,,"256 East Court Street, Weiser, ID 83672   Idaho ",208-414-2141,wcclerk@co.washington.id.us,20110119,20140317
USID2BN,GB,USUTGBC,Incident Host Geographic,US County/Local,ID,C&L,,US,ID,2BN,Bear Lake County,,   Idaho ,,,20070308,20070308
USID2CX,GB,USUTGBC,Incident Host Geographic,US County/Local,ID,C&L,,US,ID,2CX,Canyon County,,"1115 Albany Street, Caldwell, ID 83605   Idaho ",,,20110119,20110119
USID2FN,GB,USUTGBC,Incident Host Geographic,US County/Local,ID,C&L,,US,ID,2FN,Fremont County,,   Idaho ,,,20070308,20070308
USID2LLN,GB,USUTGBC,Resource Provider Only,US County/Local,ID,C&L,,US,ID,2LLN,Leadore Community Volunteer Fire Department,,113 Galena Street  Leadore Idaho 83464,2087682426,Leadore_emts@yahoo.com,20140930,20140930
USID2PN,GB,USUTGBC,Incident Host Geographic,US County/Local,ID,C&L,,US,ID,2PN,Power County,,   Idaho ,,,20070308,20070308
USID3CN,GB,USUTGBC,Incident Host Geographic,US County/Local,ID,C&L,,US,ID,3CN,Caribou County,,   Idaho ,,,20070308,20070308
USID4BN,GB,USUTGBC,Incident Host Geographic,US County/Local,ID,C&L,,US,ID,4BN,Bingham County,,   Idaho ,,,20070308,20070308
USID4BSN,GB,USUTGBC,Incident Host Geographic,US County/Local,ID,C&L,,US,ID,4BSN,Shelley-Firth Rural Fire Protection District,,"3563 Ririe Highway, Idaho Falls, ID 83401   Idaho ",208-357-5454,,20130823,20130823
USID5CN,GB,USUTGBC,Incident Host Geographic,US County/Local,ID,C&L,,US,ID,5CN,Clark County,,   Idaho ,,,20070308,20070308
USID6BX,GB,USUTGBC,Incident Host Geographic,US County/Local,ID,C&L,,US,ID,6BX,Boise County,,"3851 Highway 21, Idaho City, ID 83631   Idaho ",,,20110119,20110119
USID8BAN,GB,USUTGBC,Incident Host Geographic,US County/Local,ID,C&L,,US,ID,8BAN,Ammon Fire Department,,"2135 South Ammon Rd, Ammon ID. 83406   Idaho ",208-346-4269,shyde@ci.ammon.id.us,20121210,20121210
USID8BIN,GB,USUTGBC,Incident Host Geographic,US County/Local,ID,C&L,,US,ID,8BIN,City of Idaho Falls Fire Department,,"625 Shoup Ave, Idaho Falls, ID 83401   Idaho ",208-612-8495,,20130823,20130823
USID8BLN,GB,USUTGBC,Incident Host Geographic,US County/Local,ID,C&L,,US,ID,8BLN,City of Blackfoot Fire Department,,"225 North Ash, Blackfoot, ID 83221   Idaho ",208-785-8605,,20130823,20130823
USID8BN,GB,USUTGBC,Incident Host Geographic,US County/Local,ID,C&L,,US,ID,8BN,Bonneville County,,   Idaho ,,,20070308,20070308
USID8BUN,GB,USUTGBC,Incident Host Geographic,US County/Local,ID,C&L,,US,ID,8BUN,Ucon Fire Department,,   Idaho ,,,20080703,20080703
USIDABR,GB,USUTGBC,Incident Host Geographic,US County/Local,ID,C&L,,US,ID,ABR,Albion Fire Protection District,,1459 Overland Ave  Burley Idaho 83318,2088787351,,20051031,20170618
USIDACR,GB,USUTGBC,Incident Host Geographic,US County/Local,ID,C&L,,US,ID,ACR,Ace Fire Protection District,,2123 S. Elba Almo Road  Malta Idaho 83342,2086385537,,20051031,20170618
USIDACX,GB,USUTGBC,Incident Host Geographic,US County/Local,ID,C&L,,US,ID,ACX,Arco Fire Department and Rural,,   Idaho ,,,20120624,20120624
USIDADX,GB,USUTGBC,Incident Host Geographic,US County/Local,ID,C&L,,US,ID,ADX,Adams County,,"201 Industrial, Council, ID 83612   Idaho ",208-253-4279,sward@co.adams.id.us,20140317,20140317
USIDAMDH,GB,USUTGBC,Incident Host Geographic,US Federal,DOI,NBC,,US,ID,AMDH,"NBC-Aviation Management, Headquarters",,   Idaho ,,,20090616,20090616
USIDAMRO,GB,USUTGBC,Incident Host Geographic,US Federal,DOI,NBC,,US,ID,AMRO,OAS Western Regional Office,,300 E Mallard Drive Suite 180 Boise Idaho 83706,2083349310,,20090616,20170618
USIDARX,GB,USUTGBC,Incident Host Geographic,US County/Local,ID,C&L,,US,ID,ARX,Atlanta Rural Fire Protection District,,"97 W. Pine Street, Atlanta, ID 83601   Idaho ",,,20110202,20110202
USIDBCRX,NR,USMTNRC,Incident Host Geographic,US County/Local,ID,C&L,,US,ID,BCRX,Big Canyon Rural Fire District,,313 N Main St  Peck Idaho 83545,2084866030,,20090518,20161019
USIDBCT,GB,USUTGBC,Incident Host Geographic,US County/Local,ID,C&L,,US,ID,BCT,Bellevue Fire Department,,115 East Pine Street  Bellevue Idaho 83313,2087882128,,20040624,20170618
USIDBCX,GB,USUTGBC,Incident Host Geographic,US County/Local,ID,C&L,,US,ID,BCX,Boise Fire Department,,"333 N. Sailfish Place, Boise, ID 83704   Idaho ",,,20110202,20110302
USIDBDC,GB,USUTGBC,Dispatch/Coordination Center,Interagency,,,,US,ID,BDC,Boise Interagency Logistics Center,,   Idaho ,,,,20030331
USIDBFW,GB,USUTGBC,Incident Host Geographic,US Federal,DOC,NWS,,US,ID,BFW,Boise Weather Forecast Office,,   Idaho ,,,20110308,20110308
USIDBLR,GB,USUTGBC,Incident Host Geographic,US Federal,DOI,FWS,,US,ID,BLR,Bear Lake National Wildlife Refuge,,   Idaho ,,,,20030331
USIDBLX,GB,USUTGBC,Incident Host Geographic,US County/Local,ID,C&L,,US,ID,BLX,Blaine County,,   Idaho ,,,20040608,20040608
USIDBOD,GB,USUTGBC,Incident Host Geographic,US Federal,DOI,BLM,,US,ID,BOD,Boise District,,   Idaho ,,,,20041202
USIDBOF,GB,USUTGBC,Incident Host Geographic,US Federal,USDA,FS,,US,ID,BOF,Boise National Forest,,   Idaho ,,,,20030331
USIDBOIN,GB,USUTGBC,Incident Host Geographic,Non-Government,NG,TNC,,US,ID,BOIN,Boise Office,,"950 W Bannock St., Ste 210  Boise Idaho 83702",2083438826,,,20161129
USIDBONX,NR,USMTNRC,Incident Host Geographic,US County/Local,ID,C&L,,US,ID,BONX,Bonners Ferry Fire Department,,7137 1st St  Bonners Ferry Idaho 83805,2082672390,,20090518,20161019
USIDBOS,GB,USUTGBC,Incident Host Geographic,US State,ID,DL,,US,ID,BOS,"Boise Staff Office, Idaho Department of Lands",,   Idaho ,,,,20100929
USIDBOVX,NR,USMTNRC,Incident Host Geographic,US County/Local,ID,C&L,,US,ID,BOVX,Bovill Fire Department,,100 Main St  Bovill Idaho 83806,2088263220,,20090518,20161019
USIDBPCX,NR,USMTNRC,Incident Host Geographic,US County/Local,ID,C&L,,US,ID,BPCX,BPC Volunteer Fire Department,,HC 66 Box 270A  Kooskia Idaho 83539,2089267872,,20090518,20161116
USIDBRT,GB,USUTGBC,Incident Host Geographic,US County/Local,ID,C&L,,US,ID,BRT,Burley City Fire,,   Idaho ,,,20040624,20040624
USIDBRX,GB,USUTGBC,Incident Host Geographic,US County/Local,ID,C&L,,US,ID,BRX,Bruneau Rural Fire Department,,"34208 Belle Ave, Bruneau, ID 83604   Idaho ",,,20110202,20110202
USIDBSR,GB,USUTGBC,Incident Host Geographic,US County/Local,ID,C&L,,US,ID,BSR,Bliss Fire District,,   Idaho ,,,20051031,20051031
USIDBYR,GB,USUTGBC,Incident Host Geographic,US County/Local,ID,C&L,,US,ID,BYR,Buhl Joint Fire District,,   Idaho ,,,20051031,20051031
USIDCAS,NR,USMTNRC,Incident Host Geographic,US State,ST/L,DL,,US,ID,CAS,Cataldo Area Office,,80 Hilltop Overpass Rd  Kingston Idaho 83839,2086824611,,,20161019
USIDCAX,GB,USUTGBC,Incident Host Geographic,US County/Local,ID,C&L,,US,ID,CAX,Cassia County,,   Idaho ,,,20040608,20040608
USIDCCBX,NR,USMTNRC,Incident Host Geographic,US County/Local,ID,C&L,,US,ID,CCBX,Coolin-Cavanaugh Bay Fire Department,,171 Cavanaugh Bay Rd  Coolin Idaho 83821,2084433118,,20090518,20161019
USIDCDAX,NR,USMTNRC,Incident Host Geographic,US County/Local,ID,C&L,,US,ID,CDAX,Coeur d'Alene Fire Department,,300 Foster Avenue  Coeur d'Alene Idaho 83814,2087692340,,20090518,20161019
USIDCDC,NR,USMTNRC,Dispatch/Coordination Center,Interagency,,,,US,ID,CDC,Coeur d'Alene Dispatch Center,,11569 N Airport Drive  Hayden Idaho 83835,2087723283,,,20161019
USIDCDK,NR,USMTNRC,Fire/Radio Caches,Interagency,,,,US,ID,CDK,Coeur d'Alene Fire Cache,,3802 Industrial Ave  Coeur d'Alene Idaho 83815,2086668654,,,20161019
USIDCDS,NR,USMTNRC,Incident Host Geographic,US State,,,,US,ID,CDS,Coeur d'Alene Staff Office,,3284 West Industrial Loop  Coeur d'Alene Idaho 83815,2087691525,,,20161019
USIDCDT,NR,USMTNRC,Incident Host Geographic,US Federal,DOI,BIA,,US,ID,CDT,Coeur d'Alene Tribe,CDT,850 A Street P. O. Box 408 Plummer Idaho 83851,2086861800,,,20161019
USIDCDX,GB,USUTGBC,Incident Host Geographic,US County/Local,ID,C&L,,US,ID,CDX,Cascade Rural Fire Protection District,,"109 E. Pine, Cascade, ID 83611   Idaho ",,,20110202,20110202
USIDCFH,NR,USMTNRC,Incident Host Geographic,US Federal,DOI,FWS,,US,ID,CFH,Clearwater Fish Hatchery,,118 Hatchery Roe Drive  Ahsahka Idaho 83520,2084763331,,20160716,20161019
USIDCFR,GB,USUTGBC,Incident Host Geographic,US County/Local,ID,C&L,,US,ID,CFR,Castleford Rural,,   Idaho ,,,20051031,20051031
USIDCFX,GB,USUTGBC,Incident Host Geographic,US County/Local,ID,C&L,,US,ID,CFX,Cambridge Fire Protection District,,"2960 Hwy 95, Cambridge, ID 83610   Idaho ",,,20110202,20110302
USIDCHK,GB,USUTGBC,Fire/Radio Caches,US Federal,USDA,FS,,US,ID,CHK,Challis Fire Cache,,   Idaho ,,,20070403,20070403
USIDCIC,GB,USUTGBC,Dispatch/Coordination Center,Interagency,,,,US,ID,CIC,Central Idaho Interagency Fire Center,,   Idaho ,,,,20030331
USIDCIK,GB,USUTGBC,Fire/Radio Caches,US Federal,USDA,FS,,US,ID,CIK,Central Idaho Fire Cache,,   Idaho ,,,20070403,20070403
USIDCLKX,NR,USMTNRC,Incident Host Geographic,US County/Local,ID,C&L,,US,ID,CLKX,Clark Fork Valley Fire Department,,13 Bryan Dr  Clark Fork Idaho 83811,2082661337,,20090518,20161019
USIDCLX,GB,USUTGBC,Incident Host Geographic,US County/Local,ID,C&L,,US,ID,CLX,Caldwell Fire Department,,"310 South 7th Street, Caldwell, ID 83605   Idaho ",,,20110202,20110202
USIDCLYX,NR,USMTNRC,Incident Host Geographic,US County/Local,ID,C&L,,US,ID,CLYX,Curley Creek Volunteer Fire Department,,158 Rd 72-D PO Box 36 Moyie Springs Idaho 83845,2082671025,,20090518,20161019
USIDCMP,GB,USUTGBC,Incident Host Geographic,US Federal,DOI,NPS,,US,ID,CMP,Craters of the Moon National Monument and Preserve,,1266 Craters Loop Road  Arco Idaho 83213,2085271300,,,20180123
USIDCMS,NR,USMTNRC,Incident Host Geographic,US State,ST/L,DL,,US,ID,CMS,Craig Mountain Area Office,,014 E Lorahama PO Box 68 Craigmont Idaho 83523,2089245571,,,20161019
USIDCMX,GB,USUTGBC,Incident Host Geographic,US County/Local,ID,C&L,,US,ID,CMX,Camas County,,"119 Willow Ave West, Fairfield, ID 83327   Idaho ",,,20100615,20100615
USIDCOD,NR,USMTNRC,Incident Host Geographic,US Federal,DOI,BLM,,US,ID,COD,Coeur d'Alene Field Office,,3815 Schreiber Way  Coeur d'Alene Idaho 83815,2087695000,,,20161019
USIDCOTX,NR,USMTNRC,Incident Host Geographic,US County/Local,ID,C&L,,US,ID,COTX,Cottonwood Volunteer City/Rural Fire Protection District,,PO Box 441  Cottonwood Idaho 83522,2089623171,,20090518,20161019
USIDCRDX,NR,USMTNRC,Incident Host Geographic,US County/Local,ID,C&L,,US,ID,CRDX,Grangemont Rural Fire Department,,467 Band Mill Rd  Orofino Idaho 83544,2084763615,,20090518,20161019
USIDCRGX,NR,USMTNRC,Incident Host Geographic,US County/Local,ID,C&L,,US,ID,CRGX,Craigmont Fire Department,,109 3rd Ave  Craigmont Idaho 83523,2089245252,,20090518,20161019
USIDCRP,GB,USUTGBC,Incident Host Geographic,US Federal,DOI,NPS,,US,ID,CRP,City of Rocks National Reserve,,   Idaho ,,,,20030331
USIDCRVX,NR,USMTNRC,Incident Host Geographic,US County/Local,ID,C&L,,US,ID,CRVX,Carrot Ridge Volunteer Fire Department,,2131 Carrot Ridge Rd  Kamiah Idaho 83536,2089352366,,20090518,20161019
USIDCRX,GB,USUTGBC,Incident Host Geographic,US County/Local,ID,C&L,,US,ID,CRX,Clear Creek Volunteer Fire Department,,"212 Clear Creek Road, Boise, ID 83716   Idaho ",,,20110202,20110202
USIDCSR,GB,USUTGBC,Incident Host Geographic,US Federal,DOI,FWS,,US,ID,CSR,Camas National Wildlife Refuge,,   Idaho ,,,,20030331
USIDCTF,GB,USUTGBC,Incident Host Geographic,US Federal,USDA,FS,,US,ID,CTF,Caribou-Targhee National Forest,,   Idaho ,,,,20030331
USIDCTS,NR,USMTNRC,Incident Host Geographic,US State,,,,US,ID,CTS,Clearwater Potlatch Timber Protective Association,,10250 Highway 12  Orofino Idaho 83544,2084765612,,,20161019
USIDCULX,NR,USMTNRC,Incident Host Geographic,US County/Local,ID,C&L,,US,ID,CULX,Culdesac Fire Department,,100 6th St  Culdesac Idaho 83524,2088435483,,20090518,20161019
USIDCUX,GB,USUTGBC,Incident Host Geographic,US County/Local,ID,C&L,,US,ID,CUX,Custer County,,   Idaho ,,,,20030331
USIDCVX,GB,USUTGBC,Incident Host Geographic,US County/Local,ID,C&L,,US,ID,CVX,Centerville Rural Fire District,,"12 North Meadow Creek, Centerville, ID 83631   Idaho ",,,20110202,20110202
USIDCWD,NR,USMTNRC,Incident Host Geographic,US Federal,DOI,BLM,,US,ID,CWD,Cottonwood Field Office,,1 Butte Drive  Cottonwood Idaho 83522,2089623245,,,20161019
USIDCWS,NR,USMTNRC,Incident Host Geographic,US State,ST/L,DL,,US,ID,CWS,Clearwater Area Office,,10230 Highway 12  Orofino Idaho 83544,2084764587,,,20161019
USIDCYT,GB,USUTGBC,Incident Host Geographic,US County/Local,ID,C&L,,US,ID,CYT,Carey Rural,,   Idaho ,,,20051031,20051031
USIDDFH,NR,USMTNRC,Incident Host Geographic,US Federal,DOI,FWS,,US,ID,DFH,Dworshak Fish Hatchery,,4147 Ahsahka Road  Ahsahka Idaho 83544,2084764591,,20160716,20161019
USIDDFN,GB,USUTGBC,Incident Host Geographic,US County/Local,ID,C&L,,US,ID,DFN,Donnelly Rural Fire Department,,"555 Deinhard Lane, McCall, ID 83638   Idaho ",208-325-8619,,20130823,20131023
USIDDFR,GB,USUTGBC,Incident Host Geographic,US Federal,DOI,FWS,,US,ID,DFR,Deer Flat National Wildlife Refuge,,   Idaho ,,,,20030331
USIDDIX,GB,USUTGBC,Incident Host Geographic,US County/Local,ID,C&L,,US,ID,DIX,Dietrich Fire,,   Idaho ,,,20051128,20051128
USIDDRX,GB,USUTGBC,Incident Host Geographic,US County/Local,ID,C&L,,US,ID,DRX,Donnelly Rural Fire Protection Association,,"244 W. Roseberry Road, Donnelly, ID 83615   Idaho ",,,20110202,20110202
USIDDRYX,NR,USMTNRC,Incident Host Geographic,US County/Local,ID,C&L,,US,ID,DRYX,Deary Rural Fire Department,,403 Main Street PO Box 222 Deary Idaho 83823,2088771515,,20090518,20161019
USIDEAX,GB,USUTGBC,Incident Host Geographic,US County/Local,ID,C&L,,US,ID,EAX,Eagle Fire Department,,"966 E. Iron Eagle Drive, Eagle, ID 83616   Idaho ",,,20110202,20110202
USIDEIC,GB,USUTGBC,Dispatch/Coordination Center,Interagency,,,,US,ID,EIC,Eastern Idaho Interagency Fire Center,,   Idaho ,,,,20030331
USIDEIS,GB,USUTGBC,Incident Host Geographic,US State,ID,DL,,US,ID,EIS,"Eastern Idaho Area Office, Idaho Department of Lands",,   Idaho ,,,,20100930
USIDELKX,NR,USMTNRC,Incident Host Geographic,US County/Local,ID,C&L,,US,ID,ELKX,Elk City Volunteer Fire Department,,101 Sweeney Hill Rd  Elk City Idaho 83525,2088422466,,20090518,20161019
USIDELRX,NR,USMTNRC,Incident Host Geographic,US County/Local,ID,C&L,,US,ID,ELRX,Elk River Fire Department,,114 S Front St  Elk River Idaho 83827,2088263200,,20090518,20161019
USIDELX,GB,USUTGBC,Incident Host Geographic,US County/Local,ID,C&L,,US,ID,ELX,Elmore County,,   Idaho ,,,20050419,20050419
USIDEMRX,NR,USMTNRC,Incident Host Geographic,US County/Local,ID,C&L,,US,ID,EMRX,Emida Fire Department,,45 S Emida Ave  St. Maries Idaho 83861,2082451900,,20090518,20161019
USIDEMX,GB,USUTGBC,Incident Host Geographic,US County/Local,ID,C&L,,US,ID,EMX,Emmett Fire Department,,"251 S. Washington, Emmett, ID, 83716   Idaho ",,,20110202,20110302
USIDESTX,NR,USMTNRC,Incident Host Geographic,US County/Local,ID,C&L,,US,ID,ESTX,East Side Fire Protection District,,20338 ID-97  Harrison Idaho 83833,2087694269,,20090518,20161019
USIDFAT,GB,USUTGBC,Incident Host Geographic,US County/Local,ID,C&L,,US,ID,FAT,Fairfield City Fire,,   Idaho ,,,20040624,20040624
USIDFCA,GB,USUTGBC,Incident Host Geographic,US Federal,DOI,BIA,,US,ID,FCA,"National Interagency Fire Center, Bureau of Indian Affairs",,   Idaho ,,,,20060223
USIDFCD,GB,USUTGBC,Incident Host Geographic,US Federal,DOI,BLM,,US,ID,FCD,"National Interagency Fire Center, Bureau of Land Management",,   Idaho ,,,,20030331
USIDFCF,GB,USUTGBC,Incident Host Geographic,US Federal,USDA,FS,,US,ID,FCF,"National Interagency Fire Center, Forest Service",,   Idaho ,,,,20030331
USIDFCK,NA,USIDNIC,Fire/Radio Caches,Interagency,,,,US,ID,FCK,National Incident Radio Support Cache,,   Idaho ,,,,20030331
USIDFCP,GB,USUTGBC,Incident Host Geographic,US Federal,DOI,NPS,,US,ID,FCP,"National Interagency Fire Center, National Park Service",,   Idaho ,,,,20030331
USIDFCR,GB,USUTGBC,Incident Host Geographic,US Federal,DOI,FWS,,US,ID,FCR,"National Interagency Fire Center, Fish and Wildlife Service",,   Idaho ,,,,20030331
USIDFHA,GB,USUTGBC,Incident Host Geographic,US Federal,DOI,BIA,,US,ID,FHA,Fort Hall Agency,,   Idaho ,,,,20050819
USIDFLX,GB,USUTGBC,Incident Host Geographic,US County/Local,ID,C&L,,US,ID,FLX,Filer City Fire Department,,   Idaho ,,,20120624,20120624
USIDFMS,GB,USUTGBC,Resource Provider Only,US State,ST/L,DL,,US,ID,FMS,Idaho State Fire Marshal's Office,,"700 West State Street, 3rd Floor  Boise Idaho 83720",2083344370,knute.sandahl@doi.idaho.gov,20161130,20161130
USIDFNWX,NR,USMTNRC,Incident Host Geographic,US County/Local,ID,C&L,,US,ID,FNWX,Fernwood Rural Fire Protection District,,PO Box 39  Fernwood Idaho 83830,2082451901,,20090518,20161019
USIDFRDX,NR,USMTNRC,Incident Host Geographic,US County/Local,ID,C&L,,US,ID,FRDX,Ferdinand Fire Department,,407 Main Street PO Box 115 Ferdinand Idaho 83526,2089625640,,20090518,20161019
USIDFRX,GB,USUTGBC,Incident Host Geographic,US County/Local,ID,C&L,,US,ID,FRX,Fruitland Fire Department,,"200 S. Whitley Drive, Fruitland, ID 83619   Idaho ",,,20110202,20110202
USIDFSR,GB,USUTGBC,Incident Host Geographic,US County/Local,ID,C&L,,US,ID,FSR,First Segregation,,   Idaho ,,,20051031,20051031
